chemical    a    b    c    t_min (celsius)    t_max (celsius)
1,1,1-tribromononane    7.42577    2000.28    143.11    193.148    504.685
1,1,1-tribromononadecane    7.58584    2591.07    126.702    337.162    591.043
1,1,1-tribromohexane    7.2928    1747.58    149.098    151.397    473.171
1,1,1-tribromohexadecane    7.63313    2483.51    131.589    309.286    565.323
1,1,1-tribromoheptane    7.33624    1831.58    147.09    165.514    483.739
1,1,1-tribromoheptadecane    7.63001    2530.59    129.846    319.636    574.496
1,1,1-tribromoethane    7.15514    1415.73    158.218    91.1179    425.169
1,1,1-tribromoeicosane    7.54245    2609.68    124.82    346.033    600.95
1,1,1-tribromododecane    7.54903    2232.04    138.136    264.104    530.865
1,1,1-tribromodecane    7.46968    2080.51    141.381    205.8    513.784
1,1,1-tribromobutane    7.21452    1579.5    153.469    121.83    450.163
1,1,1-tribromo-2-methylpropane    7.15269    1556.78    151.845    122.45    458.712
1,1-diphenylundecane    7.52636    2528.9    167.371    316.599    554.75
1,1-diphenyltridecane    7.60715    2641.79    163.951    333.925    564.85
1,1-diphenyltetradecane    7.64124    2691.69    162.431    341.612    569.05
1,1-diphenylpropane    7.20387    2024.96    185.189    227.829    501.15
1,1-diphenylpentane    7.28572    2151.32    180.501    251.084    513.25
1,1-diphenylpentadecane    7.68144    2745.53    160.911    349.372    573.55
1,1-diphenyloctane    7.409    2351.31    173.261    287.061    536.85
1,1-diphenylnonane    7.44432    2410.31    171.171    297.461    543.35
1,1-diphenylhexane    7.32681    2218.71    178.005    263.46    521.25
1,1-diphenylhexadecane    7.734    2803.11    159.581    356.363    576.95
1,1-diphenylheptane    7.36881    2286.82    175.541    275.706    529.55
1,1-diphenylethene    7.13961    1973.74    186.351    221.567    518.491
1,1-diphenylethane    7.26963    2097.99    205.4    -17.95    501.85
1,1-diphenyldodecane    7.56469    2583.91    165.661    325.235    559.65
1,1-diphenyldecane    7.35095    2375.48    170.411    299.988    548.85
1,1-diphenylbutane    7.0577    1960.11    184.985    227.091    505.15
1,1-diphenyl-1-undecene    7.43307    2537.11    164.331    330.037    576.876
1,1-diphenyl-1-tridecene    7.43985    2618.44    160.341    349.2    590.09
1,1-diphenyl-1-tetradecene    7.42714    2644.29    158.631    357.215    595.836
1,1-diphenyl-1-propene    7.1649    2026.76    184.09    232.607    523.34
1,1-diphenyl-1-pentene    7.24948    2136.7    180.336    251.455    524.484
1,1-diphenyl-1-pentadecene    7.40205    2662.65    156.921    365.063    602.285
1,1-diphenyl-1-octene    7.36167    2363.02    171.361    295.582    554.866
1,1-diphenyl-1-nonene    7.39183    2426.44    168.891    307.74    562.445
1,1-diphenyl-1-hexene    7.28999    2203.08    177.859    263.733    530.452
1,1-diphenyl-1-hexadecene    7.36385    2669.2    155.401    371.816    608.207
1,1-diphenyl-1-heptene    7.32733    2287.29    174.401    280.664    543.895
1,1-diphenyl-1-dodecene    7.44141    2582.4    162.241    340.134    583.78
1,1-diphenyl-1-decene    7.41598    2487.18    166.421    319.836    570.631
1,1-diphenyl-1-butene    7.20804    2067.15    183.007    238.257    517.703
1,1-dimethylpropylamine    6.89943    1081.94    192.232    7.30299    246.15
1,1-dimethylpropyl propanoate    7.48169    1579.34    178.989    84.0338    315.85
1,1-dimethylpropyl formate    6.78399    1151.82    182.599    34.445    296.85
1,1-dimethylpropyl butanoate    7.7438    1767.64    176.329    105.741    329.85
1,1-dimethylcyclopropane    6.94274    1038.68    235.08    -24.9385    191.82
1,1-dimethylcyclopentane    6.81724    1219.474    221.946    -12    113
1,1-dimethylcyclopentane    7.04515    1331.61    231.916    -69.79    273.85
1,1-dimethylcyclohexane    6.79821    1321.705    217.845    10    147
1,1-dimethylcyclohexane    6.86464    1363.21    222.636    -33.49    318
1,1-dimethylcyclobutane    6.91449    1147.02    228.36    5.03476    240.88
1,1-dimethyl-3-ethylcyclopentane    6.89217    1394.11    213.54    43.9104    328.915
1,1-dimethyl-2-ethylcyclopentane    6.89089    1406.66    212.78    47.0491    334.83
1,1-diiodoundecane    7.00583    2030.31    128.424    277.165    581.981
1,1-diiodotritriacontane    4.75981    1650    11    756.273    917.13
1,1-diiodotridecane    7.08658    2231.5    121.051    317.652    620.789
1,1-diiodotricosane    7.43097    3734.86    182.49    549.328    845.115
1,1-diiodotriacontane    5.78265    2356.23    13.4874    672.529    848.49
1,1-diiodotetratriacontane    4.76689    1700    11.3333    771.61    940.01
1,1-diiodotetradecane    7.11947    2329.85    117.258    337.839    640.75
1,1-diiodotetracosane    7.5409    4140.13    227.214    568.366    871.485
1,1-diiodotetracontane    4.80274    2000    13.3333    848.686    1077.29
1,1-diiodopropane    6.3189    983.738    105.399    89.1408    435.123
1,1-diiodopentatriacontane    4.77361    1750    11.6667    786.279    962.89
1,1-diiodopentane    6.72484    1445.1    149.444    125.933    471.346
1,1-diiodopentadecane    7.14565    2425.3    113.384    357.946    661.139
1,1-diiodopentacosane    7.58981    4469.38    265.025    586.999    898.8
1,1-diiodooctatriacontane    4.7919    1900    12.6667    825.993    1031.53
1,1-diiodooctane    6.86503    1729.97    139.076    182.008    525.915
1,1-diiodooctadecane    7.17081    2681.77    101.192    417.445    725.309
1,1-diiodooctacosane    7.29829    4662.26    302.683    640.023    987.149
1,1-diiodononatriacontane    4.79745    1950    13    837.727    1054.41
1,1-diiodononane    6.91314    1828.98    135.569    200.886    544.375
1,1-diiodononadecane    7.1573    2752.86    96.909    436.869    747.851
1,1-diiodononacosane    7.0714    4446.18    285.383    656.59    1019
1,1-diiodohexatriacontane    4.78001    1800    12    800.249    985.77
1,1-diiodohexane    6.77004    1537.7    146.005    144.516    489.45
1,1-diiodohexadecane    7.16379    2516.64    109.421    377.942    681.999
1,1-diiodohexacosane    7.5666    4680.81    291.969    605.183    927.131
1,1-diiodoheptatriacontane    4.7861    1850    12.3333    813.494    1008.65
1,1-diiodoheptane    6.81704    1632.75    142.552    163.212    507.622
1,1-diiodoheptadecane    7.17259    2602.58    105.36    397.788    703.374
1,1-diiodoheptacosane    7.46767    4746.74    305.006    622.872    956.554
1,1-diiodohentriacontane    4.74446    1550    10.3333    723.727    871.37
1,1-diiodoheneicosane    7.09145    2865.46    87.9592    510.206    794.957
1,1-diiodoethane    6.29573    965.122    103.62    87.9698    450.74
1,1-diiodoeicosane    7.1311    2814.5    92.5013    456.017    771.05
1,1-diiododotriacontane    4.75234    1600    10.6667    740.301    894.25
1,1-diiodododecane    7.04828    2131.33    124.77    297.419    601.214
1,1-diiododocosane    7.27561    3297.66    134.907    529.927    819.626
1,1-diiododecane    6.96041    1929.29    132.021    219.827    563.049
1,1-diiodobutane    6.49535    1180.86    123.089    107.472    453.257
1,1-diiodo-3-methylbutane    6.66938    1418.53    148.374    124.827    476.979
1,1-diiodo-2,2-dimethylpropane    6.55572    1359.49    146.68    121.011    485.894
1,1-diiodo-2-methylpropane    6.42355    1139.72    118.535    106.433    459.172
1,1-diiodo-2-methylbutane    6.66938    1418.53    148.374    124.827    476.979
1,1-difluoroundecane    7.15715    1719.09    200    133.34    367.05
1,1-difluorotritriacontane    6.32269    1988.99    132.879    347.993    495
1,1-difluorotridecane    7.16291    1832.74    192    162.981    399.15
1,1-difluorotricosane    7.02396    2129.58    152.001    298.902    505.484
1,1-difluorotriacontane    6.50907    2043.5    140.217    339.564    473
1,1-difluorotetratriacontane    6.26678    1972.9    130.67    349.697    502
1,1-difluorotetradecane    7.13713    1868.53    188    175.729    413.45
1,1-difluorotetracosane    6.9213    2097.01    148.001    305.872    515.66
1,1-difluorotetracontane    5.99205    1899.45    120.514    347.646    540
1,1-difluoropropane    7.0471    1026.09    238.284    -68.6011    156.85
1,1-difluoropentatriacontane    6.21238    1957.36    128.519    350.974    509
1,1-difluoropentane    7.11549    1252.09    226.677    -21.9351    225.25
1,1-difluoropentadecane    7.14335    1918.14    184    188.936    426.65
1,1-difluoropentacosane    6.79163    2042.2    141.192    313.464    527.737
1,1-difluorooctatriacontane    6.07358    1919.87    123.319    350.569    528
1,1-difluorooctane    6.96837    1374.27    194.208    36.0509    307.15
1,1-difluorooctadecane    7.10524    2019.28    172.001    223.53    461.25
1,1-difluorooctacosane    6.15544    1603.66    82.7232    330.857    563.431
1,1-difluorononatriacontane    6.02457    1906.53    121.449    350.11    535
1,1-difluorononane    6.9346    1406.14    183.872    53.0682    329.05
1,1-difluorononadecane    7.07972    2040.67    168.001    233.729    471.35
1,1-difluorononacosane    5.91489    1431.73    56.8851    335.394    576.076
1,1-difluorohexatriacontane    6.15946    1942.37    126.432    351.817    516
1,1-difluorohexane    7.04305    1289.56    214.824    -1.42843    255.85
1,1-difluorohexadecane    7.12991    1954.59    180.001    201.017    438.95
1,1-difluorohexacosane    6.60627    1923.45    126.3    319.874    539.295
1,1-difluoroheptatriacontane    6.11596    1930.86    124.839    351.404    522
1,1-difluoroheptane    7.01248    1339.88    204.595    18.2545    282.95
1,1-difluoroheptadecane    7.10809    1982.59    176.001    212.128    450.45
1,1-difluoroheptacosane    6.39469    1778.61    107.166    325.972    551.591
1,1-difluorohentriacontane    6.4392    2022.78    137.453    343.348    481
1,1-difluoroheneicosane    7.18764    2157.72    160.001    281.557    483.371
1,1-difluoroethylene    6.95654    695.51    256.297    -144    29.65
1,1-difluoroethene    6.34918    491.359    227.239    -140    -86
1,1-difluoroethane    7.03    910    244    -35    0
1,1-difluoroethane    7.11973    928.549    244.854    -117    113.45
1,1-difluoroeicosane    7.07461    2071.74    164.001    244.255    480.85
1,1-difluorodotriacontane    6.38015    2005.62    135.142    345.873    488
1,1-difluorododecane    7.14499    1769.63    196    147.953    383.75
1,1-difluorodocosane    7.11168    2145.05    156.001    289.896    493.503
1,1-difluorodecane    6.90744    1436.98    173.868    69.3802    348.85
1,1-difluorobutane    7.20361    1204.08    237.542    -43.4484    190.15
1,1-difluoro-3-methylbutane    6.7546    934.204    202.85    -25.8333    190.262
1,1-difluoro-2,2-dimethylpropane    6.63839    893.081    202.155    -29.1196    193.923
1,1-difluoro-2-methylpropane    6.70691    900.707    202.411    -30.1851    192.572
1,1-difluoro-2-methylbutane    6.7546    934.204    202.85    -25.8333    190.262
1,1-dichloroethene    6.9722    1099.4    237.2    -28    32
1,1-dichloroethane    6.9853    1171.42    228.13    -31    79
1,1-dibromoundecane    7.61835    2255.07    182    219.375    481.412
1,1-dibromotritriacontane    6.53858    2338.29    113.266    423.044    576
1,1-dibromotridecane    7.66246    2386.04    174.001    247.379    504.173
1,1-dibromotricosane    7.45698    2778.32    163.13    347.643    605.717
1,1-dibromotriacontane    6.75259    2442.52    126.853    378.842    554
1,1-dibromotetratriacontane    6.48474    2321.1    111.048    424.44    583
1,1-dibromotetradecane    7.6744    2439.94    170.001    259.99    514.319
1,1-dibromotetracosane    7.31207    2691.2    154.323    353.715    615.962
1,1-dibromotetracontane    6.21935    2243.63    101.039    420.042    621
1,1-dibromopropane    7.48574    1668.45    228.819    28.4302    350.964
1,1-dibromopentatriacontane    6.43227    2304.53    108.896    425.387    590
1,1-dibromopentane    7.5111    1840.56    217.504    65.176    392.399
1,1-dibromopentadecane    7.67889    2490.2    166.001    272.501    524.987
1,1-dibromopentacosane    7.142    2581.09    142.721    360.259    628.2
1,1-dibromooctatriacontane    6.29823    2264.92    103.759    423.844    609
1,1-dibromooctane    7.63062    2140.01    208.547    114.2    442.871
1,1-dibromooctadecane    7.62948    2588.02    154.001    305.727    555.301
1,1-dibromooctacosane    6.41436    1978.79    72.0012    373.13    663.707
1,1-dibromononatriacontane    6.2583    2253.98    102.356    422.162    615
1,1-dibromononane    7.68389    2245.16    207.441    128.464    456.295
1,1-dibromononadecane    7.58772    2598.21    150.001    314.986    564.537
1,1-dibromononacosane    6.15884    1771.66    44.4654    376.23    676.889
1,1-dibromohexatriacontane    6.3891    2291.79    107.251    425.045    596
1,1-dibromohexane    7.55575    1950.86    215.302    82.2781    411.064
1,1-dibromohexadecane    7.67336    2530.47    162.001    284.026    534.929
1,1-dibromohexacosane    6.90972    2386.09    121.242    364.701    638.786
1,1-dibromoheptatriacontane    6.33918    2276.46    105.247    425.083    603
1,1-dibromoheptane    7.58699    2038.68    211.193    98.3083    426.895
1,1-dibromoheptadecane    7.65768    2565.18    158.001    295.397    545.444
1,1-dibromoheptacosane    6.67224    2194.39    98.7768    369.561    651.428
1,1-dibromohentriacontane    6.65053    2374.47    117.881    418.951    562
1,1-dibromoheneicosane    7.56668    2728.29    158.238    332.764    584.975
1,1-dibromoethane    6.98532    1330.25    216.095    -63    354.85
1,1-dibromoeicosane    7.53283    2600.48    146.001    324.008    574.423
1,1-dibromodotriacontane    6.59384    2356.08    115.546    421.21    569
1,1-dibromododecane    7.6433    2324.1    178    233.832    493.224
1,1-dibromodocosane    7.53655    2781.22    163.374    340.366    594.988
1,1-dibromodecane    7.71055    2317.8    202.903    142.494    468.671
1,1-dibromobutane    7.48829    1751.2    222.079    47.8236    373.666
1,1-dibromo-3-methylbutane    7.05033    1408.22    165.652    87.0249    386.045
1,1-dibromo-2,2-dimethylpropane    7.10828    1456.13    164.444    94.1396    392.399
1,1-dibromo-2-methylpropane    7.01369    1310.55    170.104    66.6043    362.612
1,1-dibromo-2-methylbutane    7.05033    1408.22    165.652    87.0249    386.045
1-undecyne    7.13064    1687.2    202    80    267
1-undecyne    7.12695    1685.36    201.907    80    377.84
1-undecylnaphthalene    7.49911    2566.44    164.711    329.017    573.193
1-undecylcyclopentene    7.28818    2067.23    185.04    170.701    456.546
1-undecene    6.96662    1562.469    189.743    72    222
1-undecene    7.17524    1699.83    203.153    -49.16    364.85
1-undecanol    6.91093    1551.12    139.882    15.9    430.85
1-undecanethiol    7.0122    1767.4    170.4    124    290
1-undecanethiol    7.22678    1845.59    167.267    -3    436.85
1-tritriacontyne    5.96393    1869.19    135.266    355.873    521
1-tritriacontene    6.2899    1650    11    211.627    523
1-tridecyne    7.15674    1834.4    195    120    308
1-tridecyne    7.2687    1918.85    203.295    120    410.96
1-tridecylcyclopentene    7.33709    2187.63    179.91    193.408    476.186
1-tridecene    6.98563    1674.741    175.214    105    264
1-tridecene    7.35746    1970.61    207.417    -23.07    401.85
1-tridecanol    7.41181    2003.29    168.13    202    304
1-tridecanol    6.92012    1653.37    135.32    30.6    457.85
1-tridecanethiol    7.037    1864.9    157.9    151    325
1-tridecanethiol    7.41106    2158.27    185.603    151    468.98
1-tridecanal    7.61338    2142.83    185.784    15    426.85
1-tricosyne    8.37255    3958.14    342.745    235.873    531.273
1-tricosene    6.79262    1874.14    100.097    140.404    529.571
1-triacontyne    6.16544    1949.02    147.377    319.873    496
1-triacontene    6.14834    1535.5    21.9262    192.878    498
1-thiapropylbenzene    7.14722    1728.11    200.05    135.686    439.812
1-tetratriacontyne    5.90859    1845.26    131.445    367.873    528
1-tetratriacontene    6.33376    1700    11.3333    217.429    531
1-tetradecyne    7.23227    1927.7    191    145    326
1-tetradecyne    7.5873    2229.71    221.754    126.032    416.75
1-tetradecylcyclopentene    7.35067    2237.75    177.63    203.357    484.833
1-tetradecene    7.02005    1745.001    170.475    119    283
1-tetradecene    7.2715    1926.44    187.657    -12.85    418.85
1-tetradecanol    6.6741    1204.5    54    130    264
1-tetradecanol    6.91214    1670.73    127.436    37.5    467.85
1-tetradecanethiol    7.0485    1909.2    151.9    164    341
1-tetradecanethiol    7.4252    2211.27    180.384    164    480.65
1-tetracosyne    8.46927    4238.07    369.361    247.873    541.96
1-tetracosene    6.66817    1804.88    86.5542    148.819    540.962
1-tetracontyne    5.59858    1705.07    107.38    439.873    570
1-tetracontene    6.60984    2000    13.3333    248.354    573
1-tert-butylnaphthalene    7.15868    2021.32    194.207    134    508.18
1-sec-butylnaphthalene    6.73898    1854.71    207.724    135    545.337
1-propylnaphthalene    7.0594    1890.8    180    155    335
1-propylnaphthalene    7.34885    2130.42    204.003    155    498.3
1-propylcyclopentene    6.98716    1417.81    214.072    43.2412    329.564
1-propyl-[1,2,3,4-tetrahydronaphthalene]C13H18    7.15315    1908.39    190.284    203.025    472.824
1-propanol    7.74416    1437.686    198.463    60    106
1-propanol    8.37895    1788.02    227.438    -15    98
1-propanethiol    6.92846    1183.307    224.624    -25    91
1-phenylundecane    7.0509    1944.1    153    168    349
1-phenyltridecane    7.0843    2013.9    137.9    193    377
1-phenyltetradecane    7.101    2042    130    205    390
1-phenyltetradecane    7.75362    2611.34    181.89    205    518.85
1-phenylpentadecane    7.114    2067    122    216    403
1-phenyloctane    7.0086    1812.2    174.6    127    298
1-phenylnonane    7.0245    1862.6    167.5    142    316
1-phenylnaphthalene    7.34289    2325.7    187.214    45    575.85
1-phenylhexadecane    7.14    2095    114    227    415
1-phenylhexadecane    7.84553    2723.46    170.552    227    534.85
1-phenylheptane    7.0006    1761.2    181.5    112    279
1-phenyldodecane    7.0693    1981.6    145.5    181    363
1-phenyldecane    7.03642    1904.132    160.318    155    333
1-phenyl-3-methylbutane    7.08428    1681.85    201.209    111.093    403.218
1-phenyl-2,2-dimethylpropane    6.97145    1593.96    203.66    98.6564    394.501
1-phenyl-2-methylbutane    7.08478    1675.58    201.57    109.539    400.495
1-pentyne    6.9673    1092.52    227.19    -43    62
1-pentyne    7.2117    1223.32    242.283    -105.7    208.05
1-pentylnaphthalene    7.0743    2000    170    185    360
1-pentylnaphthalene    7.46457    2337.72    203    185    520.17
1-pentylcyclopentene    7.05949    1604.57    204.99    82.4453    374.321
1-pentyl-[1,2,3,4-tetrahydronaphthalene]C15H22    7.23511    2062.2    183.97    233.981    494.451
1-pentene-4-yne    6.99974    1169.1    241.337    -123.15    229.85
1-pentene-3-yne    7.12893    1270.25    239.765    -123.15    246.85
1-pentene    6.8465    1044.895    233.516    -55    51
1-pentene    7.02741    1132.42    243.136    -163.15    191.63
1-pentatriacontyne    5.84797    1819.77    127.303    379.873    536
1-pentatriacontene    6.37615    1750    11.6667    223.029    539
1-pentanol    7.45784    1516.51    193.53    -77.59    313
1-pentanethiol    6.93311    1369.479    211.314    20    153
1-pentadecyne    7.20553    1972.07    188    140    349
1-pentadecyne    7.3573    2093.13    199.573    140    438.26
1-pentadecylcyclopentene    7.35504    2283.42    175.351    213.124    494.02
1-pentadecene    7.01555    1781.974    162.582    134    302
1-pentadecene    7.29191    1986.27    181.83    -3.73    434.85
1-pentadecanol    6.23737    1204.5    54    230    339
1-pentadecanol    8.12423    2621.38    195.077    195.785    449.38
1-pentadecanethiol    7.0612    1951    146    176    356
1-pentadecanethiol    7.42034    2243.94    173.602    176    491.62
1-pentacosyne    8.49456    4420.58    388.456    259.873    552.068
1-pentacosene    6.53579    1732.58    73.0336    156.88    553.015
1-octyne    7.02447    1413.8    215    25    170
1-octyne    7.2556    1537.1    225.155    27.6799    301.05
1-octylnaphthalene    7.4322    2385.48    172.121    292.778    548.114
1-octylcyclopentene    7.17999    1852.82    193.97    130.922    421.735
1-octyl-[1,2,3,4-tetrahydronaphthalene] C18H28    7.34473    2278.16    175.351    276.334    524.162
1-octene    6.93263    1353.486    212.764    15    148
1-octene    7.09965    1461.11    225.041    -101.7    293.45
1-octatriacontyne    5.69192    1749.46    115.337    415.873    557
1-octatriacontene    6.51602    1900    12.6667    238.757    560
1-octanol    8.366045695    2170.240258    205.9214296    55    150
1-octanol    7.16033    1536.79    163.905    -15.5    379.35
1-octanethiol    6.96909    1593    190.61    76    229
1-octanal    7.38945    1738.96    211.697    -27.15    347.85
1-octadecyne    7.50787    2281.1    180    196    400
1-octadecyne    7.15065    1981.93    151.16    196    474.18
1-octadecene    7.04518    1917.9    145.9    171    350
1-octadecene    7.31231    2093.33    157.556    17.61    474.85
1-octadecanol    6.814    1632    80.06    201    385
1-octadecanol    7.03073    1877.62    117.448    57.9    503.85
1-octadecanethiol    7.096    2061    129    209    397
1-octadecanethiol    7.31342    2245.85    146.655    209    522.21
1-octacosyne    8.13913    4324.82    394.473    295.873    585.336
1-octacosene    6.06147    1451.26    26.2781    179.24    588.548
1-nonyne    6.7741    1404.7    210    50    223
1-nonyne    7.32146    1762.38    246.066    50    337.66
1-nonylnaphthalene    7.31648    2456.35    187.922    11    575.85
1-nonylcyclopentene    7.21891    1929.33    190.74    145.275    434.757
1-nonyl-[1,2,3,4-tetrahydronaphthalene]C19H30    7.3731    2339.95    172.881    288.459    532.303
1-nonene    6.95387    1435.359    205.535    36    174
1-nonene    7.10879    1541.77    217.79    -81.37    320.1
1-nonatriacontyne    5.64776    1728.04    111.529    427.873    563
1-nonatriacontene    6.56006    1950    13    243.604    567
1-nonanol    7.04565    1520.83    152.06    -5    399.85
1-nonanethiol    6.9839    1655.6    183.7    93    251
1-nonanal    7.42543    1825.65    206.718    -18    366.85
1-nonadecyne    7.51711    2336.7    177    208    416
1-nonadecyne    7.63091    2590    218.243    208    485.79
1-nonadecene    7.0571    1961.6    141.2    183    364
1-nonadecene    7.42605    2242.82    164.424    23.4    486.85
1-nonadecanol    6.60769    1632    80.06    274    395
1-nonadecanol    7.36374    2102.91    111.243    243.766    502.15
1-nonadecanethiol    7.105    2094    124    219    409
1-nonadecanethiol    7.25347    2225.21    136.882    219    532.14
1-nonacosyne    7.87158    4049.27    374.353    307.873    597.09
1-nonacosene    5.90038    1362.54    11.2379    186.221    602.334
1-nitroundecane    7.37246    1950.9    152.34    178.583    456.109
1-nitrotridecane    7.43414    2090.77    148.174    202.802    478.031
1-nitrotetradecane    7.45387    2154.28    146.08    214.363    489.052
1-nitropropane    7.1146    1467.45    215.23    59    131
1-nitropropane    7.52378    1717.69    238.777    -103.99    331.85
1-nitropentane    7.11103    1445.16    169.028    87.4832    368.276
1-nitropentadecane    7.46443    2209.91    144.132    224.967    499.309
1-nitrooctane    7.24631    1709.78    159.657    136.707    417.598
1-nitrooctadecane    7.42753    2326.11    138.602    252.314    528.411
1-nitrononane    7.29119    1791.47    157.195    150.932    430.552
1-nitrononadecane    7.38879    2343.81    136.924    259.547    537.246
1-nitrohexane    7.15516    1535.04    165.628    104.719    386.17
1-nitrohexadecane    7.46444    2256.61    142.319    234.579    508.848
1-nitroheptane    7.20071    1622.52    162.591    120.888    402.153
1-nitroheptadecane    7.45245    2296.78    140.399    243.979    518.957
1-nitroeicosane    7.33526    2355.91    134.889    267.271    547.955
1-nitrododecane    7.40645    2023.76    150.177    191.137    467.493
1-nitrodecane    7.33358    1873.17    154.675    165.172    443.819
1-nitrobutane    6.86715    1467.45    215.23    86    182
1-nitrobutane    8.15671    2456.1    312.632    86    350.85
1-nitro-4-methyl pentane    7.10135    1448.45    170.341    87.1965    361.364
1-nitro-3,3-dimethylbutane    6.97705    1395.69    168.876    84.8899    369.076
1-nitro-3-methylpentane    7.10135    1448.45    170.341    87.1965    361.364
1-nitro-3-methylbutane    6.97796    1371.72    171.199    78.1668    356.85
1-nitro-2,3-dimethylbutane    7.0407    1433.59    168.623    89.0515    370.406
1-nitro-2,2-dimethylpropane    6.90098    1305.5    174.239    66.4578    340.85
1-nitro-2,2-dimethylbutane    6.97792    1387.51    169.657    82.5815    364.963
1-nitro-2-methylpropane    6.93045    1283.37    175.189    60.1475    335.85
1-nitro-2-methylpentane    7.10135    1448.45    170.341    87.1965    361.364
1-nitro-2-methylbutane    6.97386    1365.35    171.579    76.8147    354.85
1-nitro-2-ethylbutane    7.10167    1445.48    170.611    86.3835    359.941
1-methylnaphthalene    7.03592    1826.948    195.002    108    278
1-methylnaphthalene    7.26987    2027.9    217.356    -30.48    498.89
1-methylindene    7.10152    1711.34    206.962    76.85    429.85
1-methylenepropylbenzene    7.02158    1600.08    204.42    84.1699    398.113
1-methylcyclopentene    6.86884    1199.6    225    -5    130
1-methylcyclopentene    6.93473    1234.35    228.685    -5    268.84
1-methylcyclohexene    6.90891    1322.59    218.044    25.4459    317.794
1-methylcyclohexanol    7.66323    1686.73    195.694    26    329.85
1-methylbutylamine    6.95763    1145.45    189.268    19.7373    261.75
1-methylbutyl propanoate    7.36008    1543.28    177.469    84.8619    323.85
1-methylbutyl formate    6.87062    1206.71    181.839    41.8958    300.85
1-methylbutyl butanoate    7.38164    1606.79    174.999    97.13    336.85
1-methylbutyl acetate    6.94421    1275.46    180.889    52.4081    305.85
1-methylbiphenyl    7.19863    1924.86    190.493    202.527    502.65
1-methyl-trans-decahydronaphthalene C11H20    6.90824    1729.18    194.35    157.95    467.694
1-methyl-trans-4-ethylcyclohexane    7.05785    1592.63    233.283    37.4935    346.949
1-methyl-trans-3-propylcyclopentane    6.94324    1457.93    210.88    55.8401    341.049
1-methyl-trans-3-isopropylcyclopentaneC9H18    6.89086    1419.64    212.02    50.2084    337.051
1-methyl-trans-3-ethylcyclopentane    6.964    1406.31    223.315    12.4848    313.841
1-methyl-trans-3-ethylcyclohexane    6.84202    1401.49    202.805    44.5514    351.367
1-methyl-trans-2-propylcyclopentane    6.94375    1452.74    211.19    54.5576    338.672
1-methyl-trans-2-isopropylcyclopentaneC9H18    6.89117    1416.5    212.21    49.4238    335.581
1-methyl-trans-2-ethylcyclopropane    6.94328    1163.96    227.855    7.6076    232.654
1-methyl-trans-2-ethylcyclopentane    6.94761    1392.25    221.146    12.9398    313.99
1-methyl-trans-2-ethylcyclohexane    6.8615    1421.58    205.419    44.6224    352.397
1-methyl-cis-decahydronaphthalene    6.90657    1754.55    192.83    164.761    479.357
1-methyl-cis-4-ethylcyclohexane    6.76719    1334.33    192.336    46.3186    351.367
1-methyl-cis-3-propylcyclopentane    6.94324    1457.93    210.88    55.8401    341.049
1-methyl-cis-3-isopropylcyclopentane    6.89086    1419.64    212.02    50.2084    337.051
1-methyl-cis-3-ethylcyclopentane    6.93371    1379.73    219.331    13.1933    313.841
1-methyl-cis-3-ethylcyclohexane    6.90042    1444.71    211.416    40.9666    346.949
1-methyl-cis-2-propylcyclopentane    6.94184    1472.49    210.01    59.4434    347.728
1-methyl-cis-2-isopropylcyclopentane    6.88901    1438.46    210.88    54.9166    345.87
1-methyl-cis-2-ethylcyclopropane    6.93943    1190.3    226.268    14.7118    245.382
1-methyl-cis-2-ethylcyclopentane    6.93565    1405.78    218.642    18.1947    324.189
1-methyl-cis-2-ethylcyclohexane    6.86386    1438.48    205.051    47.8583    358.876
1-methyl-8-ethylnaphthalene    7.33925    2133.84    203.608    133    500.456
1-methyl-7-isopropylnaphthalene    7.05887    1843.91    160.333    144    500.734
1-methyl-7-ethylnaphthalene    7.34074    2120.02    204.35    130    494.81
1-methyl-6-isopropylnaphthalene    8.03471    3243.56    317.079    144    544.392
1-methyl-6-ethylnaphthalene    7.08391    1835.44    163.688    138    497.633
1-methyl-5-ethylnaphthalene    7.15085    1899.15    174.762    134    493.399
1-methyl-4-tert-butylbenzene    6.96189    1612.58    202.376    104.028    403.413
1-methyl-4-sec-butylbenzene    7.07673    1672.37    201.57    109.408    399.633
1-methyl-4-propylbenzene    7.19301    1743.52    223.943    65.8282    385.35
1-methyl-4-isopropylnaphthalene    8.03471    3243.56    317.079    144    544.392
1-methyl-4-isobutylbenzene    7.07699    1669.07    201.76    108.59    398.202
1-methyl-4-ethylnaphthalene    7.1896    1956.82    180.146    136    499.044
1-methyl-4-butylbenzene    7.13005    1728.04    199.67    118.506    409.099
1-methyl-4-(1-methylethenyl)benzene    7.08504    1638.22    203.66    88.466    394.013
1-methyl-3,5-diethylbenzene    7.12359    1703.76    200.867    113.212    399.313
1-methyl-3,4-diethylbenzene    7.12282    1713.42    200.316    115.588    403.429
1-methyl-3-tert-butylbenzene    6.9628    1601.36    203.041    101.18    398.331
1-methyl-3-sec-butylbenzene    7.07752    1662.49    202.14    106.955    395.34
1-methyl-3-propylbenzene    7.4265    1952.01    247.44    64.8626    383.25
1-methyl-3-isopropylnaphthalene    7.80195    2905.61    278.174    149    544.392
1-methyl-3-isobutylbenzene    7.07752    1662.49    202.14    106.955    395.34
